player_id,player_name,team,position,as_of_date,age,age_sq,age_over_30,is_big,is_guard,minutes_l7,minutes_l14,minutes_l30,minutes_spike_7v30,games_l7,games_l14,games_l30,road_games_l14,back_to_backs_l14,avg_rest_days_l14,minutes_trend_slope,season_minutes_total,games_played_season,usage_proxy,team_pace,efficiency_drop,prior_injuries_365d,days_since_last_injury,injury_prone_flag,recurrence_same_area,injured_next_14d,true_risk
1022,Aaron Gordon,DEN,PF,2024-12-10,31,9.61,1.0,1,0,29.13,27.49,25.63,0.137,2,6,15,5,2,1.87,0.389,686.5,28,0.681,98.0,0.146,1,36,0,0,0,0.8315
1022,Aaron Gordon,DEN,PF,2024-12-13,29,8.41,0.0,1,0,31.36,31.77,24.99,0.255,2,5,12,0,0,2.6,-0.308,823.8,30,0.389,99.27,0.159,0,189,0,0,0,0.1496
1022,Aaron Gordon,DEN,PF,2024-12-15,29,8.41,0.0,1,0,30.7,33.75,30.77,-0.002,3,5,14,4,1,1.62,-0.046,859.1,30,0.62,97.84,0.041,0,252,0,0,0,0.2817
1022,Aaron Gordon,DEN,PF,2024-12-16,31,9.61,1.0,1,0,36.39,33.1,32.99,0.103,3,5,10,4,0,1.51,-0.176,969.3,29,0.79,98.13,0.0,0,332,0,0,0,0.2448
1022,Aaron Gordon,DEN,PF,2024-12-26,30,9.0,0.0,1,0,35.95,33.83,36.47,-0.014,1,4,11,2,1,2.17,0.32,1236.6,36,0.789,97.42,0.012,0,254,0,0,0,0.2452
1022,Aaron Gordon,DEN,PF,2025-01-01,31,9.61,1.0,1,0,30.08,31.88,28.0,0.074,1,5,12,2,0,2.41,0.019,1034.4,35,0.619,98.36,0.0,0,149,0,0,0,0.1576
1022,Aaron Gordon,DEN,PF,2025-01-11,31,9.61,1.0,1,0,40.51,35.82,37.47,0.081,3,7,11,6,1,1.3,-0.339,1577.1,43,0.749,97.16,0.0,0,294,0,0,0,0.4359
1022,Aaron Gordon,DEN,PF,2025-01-20,31,9.61,1.0,1,0,30.38,25.61,30.63,-0.008,3,5,12,1,1,2.21,0.352,1297.3,44,0.761,96.72,0.047,1,76,0,0,0,0.4309
1022,Aaron Gordon,DEN,PF,2025-01-20,29,8.41,0.0,1,0,20.1,22.23,18.63,0.079,1,4,10,3,1,1.58,-0.544,913.9,43,0.923,99.56,0.041,1,84,0,0,0,0.4471
1022,Aaron Gordon,DEN,PF,2025-01-25,31,9.61,1.0,1,0,42.0,40.0,37.03,0.134,2,4,9,0,0,1.78,0.555,1644.4,43,0.877,99.18,0.178,1,69,0,0,0,0.5391
1022,Aaron Gordon,DEN,PF,2025-01-26,29,8.41,0.0,1,0,34.42,33.43,36.44,-0.055,2,5,12,3,0,1.58,0.172,1458.4,43,0.565,98.07,0.0,0,128,0,0,0,0.2361
1022,Aaron Gordon,DEN,PF,2025-02-03,30,9.0,0.0,1,0,25.67,27.56,24.33,0.055,1,5,13,3,1,1.7,0.301,1329.2,47,0.503,97.52,0.025,2,87,0,0,0,0.5716
1022,Aaron Gordon,DEN,PF,2025-02-07,31,9.61,1.0,1,0,24.92,23.4,21.57,0.155,1,5,12,0,2,1.17,0.571,1201.8,53,0.782,97.9,0.024,0,220,0,0,0,0.388
1022,Aaron Gordon,DEN,PF,2025-02-07,31,9.61,1.0,1,0,26.77,26.03,27.43,-0.024,3,7,15,7,1,1.96,-0.34,1306.7,49,0.735,98.44,0.034,3,89,1,0,0,0.8214
1022,Aaron Gordon,DEN,PF,2025-02-07,30,9.0,0.0,1,0,27.14,25.91,24.44,0.11,3,7,16,5,1,1.15,-0.138,1283.0,51,0.72,95.85,0.0,1,77,0,0,1,0.6205
1022,Aaron Gordon,DEN,PF,2025-02-10,31,9.61,1.0,1,0,23.79,24.07,23.84,-0.002,2,4,13,4,0,1.71,-0.678,1434.9,56,0.48,97.65,0.026,0,167,0,0,0,0.1647
1022,Aaron Gordon,DEN,PF,2025-02-11,30,9.0,0.0,1,0,30.49,26.55,23.1,0.32,4,7,15,1,3,1.24,0.191,1210.9,50,0.989,96.65,0.204,1,83,0,1,1,0.85
1022,Aaron Gordon,DEN,PF,2025-02-13,31,9.61,1.0,1,0,28.0,25.76,22.47,0.246,2,6,10,3,2,1.42,-0.142,1371.2,57,0.797,97.73,0.045,1,69,0,0,1,0.7361
1022,Aaron Gordon,DEN,PF,2025-02-15,31,9.61,1.0,1,0,33.54,32.56,28.7,0.169,3,6,11,3,0,1.16,-0.383,1592.8,52,0.718,98.45,0.038,1,36,0,1,0,0.6452
1022,Aaron Gordon,DEN,PF,2025-02-16,31,9.61,1.0,1,0,25.72,23.99,23.36,0.101,3,6,10,4,0,2.57,-0.339,1465.6,56,0.749,97.76,0.049,1,72,0,0,0,0.3346
1022,Aaron Gordon,DEN,PF,2025-02-19,31,9.61,1.0,1,0,25.5,23.17,24.33,0.048,1,4,13,1,1,2.53,-0.084,1470.0,59,0.732,99.37,0.03,1,20,0,0,1,0.4353
1022,Aaron Gordon,DEN,PF,2025-02-23,29,8.41,0.0,1,0,36.26,40.0,37.05,-0.021,2,5,9,3,3,1.32,-0.115,2284.6,59,0.745,98.03,0.026,0,368,0,0,1,0.5405
1022,Aaron Gordon,DEN,PF,2025-03-03,30,9.0,0.0,1,0,34.9,39.55,38.0,-0.081,2,5,13,0,0,2.1,-0.424,2258.0,59,0.469,96.95,0.053,0,350,0,0,0,0.1113
1022,Aaron Gordon,DEN,PF,2025-03-05,29,8.41,0.0,1,0,28.11,28.63,28.35,-0.009,2,5,13,4,1,2.26,-0.35,1770.4,66,0.746,98.93,0.0,0,388,0,0,0,0.2159
1022,Aaron Gordon,DEN,PF,2025-03-07,30,9.0,0.0,1,0,16.85,15.3,20.44,-0.176,1,4,13,4,0,2.27,0.046,1022.0,63,0.774,98.29,0.012,0,253,0,0,0,0.1035
1022,Aaron Gordon,DEN,PF,2025-03-08,31,9.61,1.0,1,0,26.21,23.52,31.25,-0.161,3,5,9,5,0,1.73,-0.407,1760.9,66,0.823,98.46,0.0,0,398,0,0,0,0.168
1022,Aaron Gordon,DEN,PF,2025-03-10,31,9.61,1.0,1,0,39.58,37.35,38.0,0.042,3,6,13,1,0,1.83,0.353,2400.2,66,1.051,98.31,0.0,0,276,0,0,0,0.2152
1022,Aaron Gordon,DEN,PF,2025-03-11,31,9.61,1.0,1,0,41.18,35.88,35.32,0.166,3,6,13,0,0,1.17,0.237,2431.4,63,0.639,98.41,0.008,0,385,0,0,0,0.2346
1022,Aaron Gordon,DEN,PF,2025-03-13,29,8.41,0.0,1,0,29.26,30.63,26.58,0.101,2,5,12,2,0,2.28,-1.071,2072.2,68,0.916,98.31,0.008,0,317,0,0,0,0.1359
1022,Aaron Gordon,DEN,PF,2025-03-16,29,8.41,0.0,1,0,27.69,29.33,32.16,-0.139,2,4,8,2,1,1.83,-0.394,2110.7,70,0.64,97.07,0.041,0,206,0,0,0,0.1899
1022,Aaron Gordon,DEN,PF,2025-03-20,29,8.41,0.0,1,0,38.08,32.25,34.18,0.114,3,5,13,1,3,1.2,0.613,2234.7,68,0.867,97.34,0.102,0,323,0,0,0,0.667
1022,Aaron Gordon,DEN,PF,2025-03-23,29,8.41,0.0,1,0,26.73,26.57,26.15,0.022,3,7,11,4,0,2.0,0.232,2032.7,72,0.531,98.19,0.052,0,293,0,0,0,0.1533
1022,Aaron Gordon,DEN,PF,2025-03-25,29,8.41,0.0,1,0,29.11,31.52,32.64,-0.108,2,4,8,0,0,1.47,-0.54,2333.9,72,0.856,97.89,0.021,0,148,0,0,0,0.1465
1022,Aaron Gordon,DEN,PF,2025-03-25,30,9.0,0.0,1,0,24.43,25.7,27.23,-0.103,3,6,14,0,0,2.0,-0.399,1732.9,72,0.797,99.65,0.0,1,60,0,0,1,0.2491
1022,Aaron Gordon,DEN,PF,2025-03-26,29,8.41,0.0,1,0,25.24,24.18,22.46,0.124,2,5,10,2,0,1.86,0.299,1653.0,70,0.758,99.27,0.045,1,40,0,1,0,0.5294
1022,Aaron Gordon,DEN,PF,2025-03-28,31,9.61,1.0,1,0,32.36,31.03,28.88,0.121,3,6,10,6,0,2.3,0.392,2442.6,71,0.843,99.44,0.005,1,87,0,1,1,0.6234
1022,Aaron Gordon,DEN,PF,2025-03-30,31,9.61,1.0,1,0,26.07,25.52,26.83,-0.028,2,4,8,4,3,1.56,-0.168,1658.6,72,0.739,98.21,0.139,1,18,0,0,0,0.8161
1022,Aaron Gordon,DEN,PF,2025-03-30,29,8.41,0.0,1,0,36.35,29.95,36.34,0.0,2,4,8,0,1,1.83,-0.581,2335.2,72,0.518,97.58,0.033,0,380,0,0,0,0.1884
1022,Aaron Gordon,DEN,PF,2025-03-30,29,8.41,0.0,1,0,37.59,35.74,33.53,0.121,2,5,13,4,0,1.3,-0.01,2448.4,72,0.536,97.98,0.051,1,76,0,0,1,0.5009
1013,Andrew Wiggins,GSW,SF,2024-10-26,31,9.61,1.0,0,0,23.03,24.34,18.76,0.228,3,6,14,5,1,2.56,0.9,-5.4,4,0.585,104.01,0.106,0,289,0,0,0,0.3222
1013,Andrew Wiggins,GSW,SF,2024-11-01,30,9.0,0.0,0,0,32.91,35.99,33.08,-0.005,1,4,10,1,1,1.82,-0.097,329.7,9,0.611,103.58,0.032,0,216,0,0,0,0.1374
1013,Andrew Wiggins,GSW,SF,2024-11-01,30,9.0,0.0,0,0,24.05,21.94,18.44,0.304,1,5,9,0,1,1.7,1.062,190.2,9,0.79,103.17,0.107,1,14,0,0,1,0.6122
1013,Andrew Wiggins,GSW,SF,2024-11-02,30,9.0,0.0,0,0,29.09,29.89,30.26,-0.039,2,5,12,0,1,1.59,-0.424,180.9,6,0.68,101.98,0.014,0,197,0,0,0,0.1137
1013,Andrew Wiggins,GSW,SF,2024-11-03,29,8.41,0.0,0,0,42.0,40.0,34.67,0.211,3,7,11,7,3,1.19,0.156,312.5,8,0.604,102.12,0.131,0,377,0,0,1,0.7161
1013,Andrew Wiggins,GSW,SF,2024-11-06,29,8.41,0.0,0,0,31.33,29.88,29.65,0.057,2,4,11,4,2,0.8,-0.657,346.1,11,0.734,101.98,0.0,1,67,0,0,1,0.5713
1013,Andrew Wiggins,GSW,SF,2024-11-06,31,9.61,1.0,0,0,38.86,36.33,28.89,0.345,4,7,16,6,3,0.9,0.416,297.3,8,0.642,102.96,0.172,0,176,0,0,1,0.8339
1013,Andrew Wiggins,GSW,SF,2024-11-10,30,9.0,0.0,0,0,26.26,23.48,24.53,0.07,2,6,11,5,0,2.19,0.445,425.9,15,0.495,101.89,0.007,0,233,0,0,0,0.1186
1013,Andrew Wiggins,GSW,SF,2024-11-12,30,9.0,0.0,0,0,30.98,24.07,23.47,0.32,2,4,8,0,1,1.6,-0.097,276.8,12,0.795,102.49,0.093,2,50,0,0,1,0.5879
1013,Andrew Wiggins,GSW,SF,2024-11-14,30,9.0,0.0,0,0,36.2,38.04,37.6,-0.037,1,3,10,0,0,1.79,-0.2,380.9,11,0.771,103.81,0.026,0,168,0,0,0,0.1028
1013,Andrew Wiggins,GSW,SF,2024-11-17,29,8.41,0.0,0,0,32.93,32.51,33.23,-0.009,3,7,13,7,0,1.83,-0.284,487.0,14,0.716,104.18,0.0,0,362,0,0,1,0.1695
1013,Andrew Wiggins,GSW,SF,2024-11-24,31,9.61,1.0,0,0,36.46,37.91,38.0,-0.041,2,6,14,0,1,0.91,-0.004,741.9,20,0.655,103.68,0.023,0,396,0,0,0,0.173
1013,Andrew Wiggins,GSW,SF,2024-11-28,31,9.61,1.0,0,0,32.16,30.97,29.35,0.096,1,3,12,3,0,1.5,-0.586,638.0,19,0.787,102.48,0.0,0,238,0,0,0,0.1352
1013,Andrew Wiggins,GSW,SF,2024-11-29,30,9.0,0.0,0,0,30.79,36.71,32.41,-0.05,3,5,9,4,0,2.42,0.167,731.6,21,0.841,102.34,0.027,1,22,0,0,1,0.3031
1013,Andrew Wiggins,GSW,SF,2024-11-29,30,9.0,0.0,0,0,39.03,35.87,36.88,0.058,3,6,12,0,0,2.68,0.568,811.9,19,0.903,103.43,0.026,2,50,0,0,0,0.3716
1013,Andrew Wiggins,GSW,SF,2024-12-01,31,9.61,1.0,0,0,27.58,26.6,26.44,0.043,2,5,10,0,1,2.86,-0.248,654.6,23,0.625,103.66,0.055,0,174,0,0,0,0.1044
1013,Andrew Wiggins,GSW,SF,2024-12-12,31,9.61,1.0,0,0,30.61,33.08,35.73,-0.143,2,6,10,1,1,1.12,0.04,784.8,26,0.645,103.09,0.004,0,398,0,0,0,0.1443
1013,Andrew Wiggins,GSW,SF,2024-12-17,29,8.41,0.0,0,0,34.71,35.26,33.32,0.042,3,6,14,2,1,0.82,0.33,876.9,28,0.67,103.79,0.181,0,137,0,0,1,0.3426
1013,Andrew Wiggins,GSW,SF,2024-12-24,31,9.61,1.0,0,0,25.95,21.48,25.61,0.013,3,6,11,0,1,1.91,-1.001,691.3,34,0.666,103.68,0.045,0,167,0,0,0,0.1283
1013,Andrew Wiggins,GSW,SF,2024-12-24,30,9.0,0.0,0,0,25.07,24.79,29.2,-0.141,2,5,13,3,0,2.31,0.055,913.0,34,0.736,102.06,0.044,1,79,0,0,0,0.1928
1013,Andrew Wiggins,GSW,SF,2024-12-26,29,8.41,0.0,0,0,27.1,25.46,29.28,-0.074,3,5,11,5,0,1.8,0.121,736.6,29,0.613,101.85,0.0,0,251,0,0,0,0.1062
1013,Andrew Wiggins,GSW,SF,2025-01-08,31,9.61,1.0,0,0,29.83,27.38,32.59,-0.085,1,3,8,2,2,1.59,0.202,1144.9,38,0.509,103.21,0.068,0,331,0,0,0,0.2598
1013,Andrew Wiggins,GSW,SF,2025-01-14,30,9.0,0.0,0,0,27.08,25.84,23.32,0.161,3,5,11,2,1,1.51,-0.191,856.2,39,0.741,102.91,0.0,1,46,0,0,0,0.4311
1013,Andrew Wiggins,GSW,SF,2025-01-19,29,8.41,0.0,0,0,23.92,24.82,18.89,0.266,3,6,10,4,0,1.81,-0.078,943.7,43,0.782,103.39,0.0,0,287,0,0,0,0.1455
1013,Andrew Wiggins,GSW,SF,2025-01-20,30,9.0,0.0,0,0,30.29,34.32,29.28,0.034,2,6,13,5,0,2.01,0.301,1284.9,41,0.686,102.73,0.152,0,349,0,0,0,0.1607
1013,Andrew Wiggins,GSW,SF,2025-01-21,30,9.0,0.0,0,0,25.42,28.23,28.69,-0.114,2,6,10,6,1,1.86,0.454,1189.9,42,0.801,102.84,0.062,0,378,0,0,0,0.2308
1013,Andrew Wiggins,GSW,SF,2025-01-22,31,9.61,1.0,0,0,30.57,29.38,30.35,0.007,4,7,15,6,1,1.44,0.823,1252.2,47,0.801,102.64,0.229,2,12,0,0,1,0.8139
1013,Andrew Wiggins,GSW,SF,2025-01-24,29,8.41,0.0,0,0,37.45,37.43,38.0,-0.015,2,5,11,1,1,1.96,0.695,1743.5,46,0.926,103.77,0.063,0,376,0,0,0,0.2222
1013,Andrew Wiggins,GSW,SF,2025-01-25,31,9.61,1.0,0,0,23.84,21.44,22.28,0.07,2,4,9,2,0,2.0,-0.046,977.1,47,0.85,103.84,0.033,0,246,0,0,0,0.0877
1013,Andrew Wiggins,GSW,SF,2025-01-28,29,8.41,0.0,0,0,29.8,28.84,27.12,0.099,2,6,14,0,0,1.91,-0.242,1304.5,46,0.615,103.4,0.051,0,166,0,0,0,0.1077
1013,Andrew Wiggins,GSW,SF,2025-01-29,31,9.61,1.0,0,0,25.66,25.7,25.44,0.009,2,6,14,5,2,1.06,-0.158,1113.9,45,0.458,103.02,0.039,0,130,0,0,0,0.395
1013,Andrew Wiggins,GSW,SF,2025-01-29,29,8.41,0.0,0,0,34.54,34.5,33.13,0.043,1,4,9,4,0,2.24,-0.305,1638.6,49,0.81,103.86,0.014,1,48,0,0,0,0.3194
1013,Andrew Wiggins,GSW,SF,2025-02-07,30,9.0,0.0,0,0,35.54,34.33,31.97,0.112,4,6,15,6,1,1.53,0.688,1667.8,51,0.516,102.26,0.234,0,180,0,0,1,0.4842
1013,Andrew Wiggins,GSW,SF,2025-02-09,30,9.0,0.0,0,0,25.2,23.75,26.29,-0.042,3,7,11,6,1,1.87,-0.353,1178.1,50,0.899,103.37,0.101,1,49,0,1,0,0.5901
1013,Andrew Wiggins,GSW,SF,2025-02-09,29,8.41,0.0,0,0,35.83,35.89,33.02,0.085,3,6,15,5,3,1.22,0.481,1617.7,52,1.053,102.33,0.12,2,43,0,0,1,0.85
1013,Andrew Wiggins,GSW,SF,2025-02-10,31,9.61,1.0,0,0,26.93,29.65,28.82,-0.066,2,5,10,0,2,1.65,0.109,1440.5,54,0.662,103.08,0.019,0,338,0,0,1,0.1882
1013,Andrew Wiggins,GSW,SF,2025-02-14,30,9.0,0.0,0,0,37.04,35.03,28.25,0.311,4,6,11,3,0,1.78,1.002,1623.3,54,0.436,102.72,0.166,2,11,0,0,1,0.7275
1013,Andrew Wiggins,GSW,SF,2025-02-15,29,8.41,0.0,0,0,25.04,28.35,29.47,-0.15,2,5,13,1,1,1.45,0.494,1595.2,59,0.717,103.46,0.09,0,241,0,0,1,0.1696
1013,Andrew Wiggins,GSW,SF,2025-02-17,31,9.61,1.0,0,0,29.05,24.71,26.93,0.079,2,6,14,3,1,2.46,-0.072,1527.2,57,0.683,102.93,0.039,0,201,0,0,0,0.1686
1013,Andrew Wiggins,GSW,SF,2025-02-18,29,8.41,0.0,0,0,33.44,38.01,36.08,-0.073,1,4,13,2,1,1.11,0.773,2188.4,61,0.907,103.17,0.047,1,58,0,0,0,0.5243
1013,Andrew Wiggins,GSW,SF,2025-02-20,30,9.0,0.0,0,0,24.06,24.81,23.6,0.019,2,5,13,5,0,2.24,0.748,1503.3,57,0.732,102.95,0.055,1,66,0,0,1,0.3318
1013,Andrew Wiggins,GSW,SF,2025-02-23,29,8.41,0.0,0,0,25.45,27.9,24.87,0.023,2,6,10,2,3,1.28,0.477,1531.6,61,0.61,101.8,0.101,2,56,0,1,1,0.8301
1013,Andrew Wiggins,GSW,SF,2025-03-02,29,8.41,0.0,0,0,18.98,16.69,14.71,0.29,3,7,14,1,0,1.75,-0.215,1076.6,65,0.598,102.97,0.124,2,22,0,1,1,0.5503
1013,Andrew Wiggins,GSW,SF,2025-03-02,30,9.0,0.0,0,0,26.05,27.85,25.08,0.039,1,4,9,1,0,1.64,-0.021,1804.9,65,0.655,102.64,0.015,0,392,0,0,0,0.0747
1013,Andrew Wiggins,GSW,SF,2025-03-11,29,8.41,0.0,0,0,27.16,28.71,27.29,-0.005,3,5,9,1,1,1.77,0.903,1763.0,69,0.755,103.29,0.106,1,15,0,0,0,0.4887
1013,Andrew Wiggins,GSW,SF,2025-03-12,30,9.0,0.0,0,0,28.8,30.9,29.82,-0.034,2,4,8,4,0,2.44,0.065,2071.3,69,0.803,102.27,0.094,1,88,0,0,0,0.2219
1013,Andrew Wiggins,GSW,SF,2025-03-18,31,9.61,1.0,0,0,29.17,26.46,30.42,-0.041,1,3,10,2,1,1.81,0.445,2042.4,71,0.672,102.55,0.0,0,240,0,0,0,0.1649
1013,Andrew Wiggins,GSW,SF,2025-03-21,30,9.0,0.0,0,0,42.0,37.01,34.56,0.215,4,6,12,3,0,1.93,0.56,2441.9,72,0.586,103.6,0.182,0,377,0,0,1,0.2645
1013,Andrew Wiggins,GSW,SF,2025-03-22,31,9.61,1.0,0,0,24.58,25.22,28.38,-0.134,2,6,13,5,0,1.77,-0.078,1771.2,68,1.012,102.32,0.054,1,34,0,0,0,0.3405
1013,Andrew Wiggins,GSW,SF,2025-03-22,31,9.61,1.0,0,0,28.55,28.31,28.29,0.009,2,5,9,0,0,1.92,0.979,2153.9,72,0.808,102.95,0.109,0,232,0,0,0,0.1189
1013,Andrew Wiggins,GSW,SF,2025-03-23,29,8.41,0.0,0,0,32.23,30.82,34.67,-0.07,2,4,10,3,0,2.14,0.181,2431.3,72,0.721,102.27,0.0,1,11,0,0,0,0.3066
1013,Andrew Wiggins,GSW,SF,2025-03-28,30,9.0,0.0,0,0,38.53,34.68,32.76,0.176,2,6,12,4,2,1.63,0.286,2188.8,71,0.437,103.27,0.092,0,229,0,0,0,0.4529
1001,Anthony Davis,LAL,PF,2024-10-23,32,10.24,2.0,1,0,39.59,37.04,38.0,0.042,2,6,15,5,2,0.71,-0.547,90.5,3,0.472,101.63,0.0,1,62,1,1,1,0.85
1001,Anthony Davis,LAL,PF,2024-10-24,32,10.24,2.0,1,0,37.61,34.42,34.01,0.106,1,4,12,1,0,2.76,0.774,125.2,5,0.683,99.33,0.085,1,43,1,1,1,0.7034
1001,Anthony Davis,LAL,PF,2024-11-07,33,10.89,3.0,1,0,35.9,37.97,34.86,0.03,1,3,10,2,0,2.07,0.708,486.3,14,0.611,100.41,0.123,0,319,1,0,1,0.3393
1001,Anthony Davis,LAL,PF,2024-11-07,33,10.89,3.0,1,0,27.58,23.81,23.48,0.175,4,7,14,7,0,1.58,0.366,189.7,8,0.749,100.77,0.202,3,74,1,1,1,0.85
1001,Anthony Davis,LAL,PF,2024-11-13,32,10.24,2.0,1,0,32.44,35.52,34.2,-0.051,2,6,12,6,0,2.2,0.783,560.5,15,0.3,100.75,0.082,1,59,1,1,1,0.7539
1001,Anthony Davis,LAL,PF,2024-11-15,34,11.56,4.0,1,0,25.98,26.81,26.96,-0.037,2,4,9,3,0,1.85,-0.391,350.7,11,0.633,99.5,0.039,0,173,1,0,1,0.2438
1001,Anthony Davis,LAL,PF,2024-11-20,32,10.24,2.0,1,0,28.36,26.95,28.18,0.006,3,7,13,7,0,2.07,-0.32,385.5,16,0.662,100.57,0.044,2,65,1,1,1,0.7753
1001,Anthony Davis,LAL,PF,2024-11-21,33,10.89,3.0,1,0,26.43,27.31,25.45,0.038,2,6,10,1,0,1.28,0.445,563.7,20,0.878,100.11,0.068,1,13,1,1,1,0.7099
1001,Anthony Davis,LAL,PF,2024-11-24,33,10.89,3.0,1,0,38.86,35.14,29.6,0.313,4,6,15,5,1,0.85,1.106,640.3,19,0.728,100.32,0.163,5,52,1,1,1,0.85
1001,Anthony Davis,LAL,PF,2024-11-24,32,10.24,2.0,1,0,23.41,24.87,20.44,0.145,4,7,11,5,2,0.7,0.438,288.5,14,0.663,101.53,0.192,3,45,1,1,1,0.85
1001,Anthony Davis,LAL,PF,2024-11-25,34,11.56,4.0,1,0,33.24,26.77,29.38,0.131,1,5,9,2,0,1.53,-0.5,634.8,22,0.552,100.09,0.0,0,326,1,0,0,0.3006
1001,Anthony Davis,LAL,PF,2024-11-25,34,11.56,4.0,1,0,34.01,28.01,33.36,0.02,1,4,9,4,1,1.11,0.384,698.8,21,0.485,99.99,0.123,1,28,1,1,1,0.85
1001,Anthony Davis,LAL,PF,2024-11-29,33,10.89,3.0,1,0,30.14,24.64,27.65,0.09,4,7,11,1,0,1.08,0.814,373.1,18,0.718,100.44,0.126,1,88,1,1,1,0.7146
1001,Anthony Davis,LAL,PF,2024-11-29,32,10.24,2.0,1,0,38.45,33.43,34.06,0.129,1,3,8,1,2,1.12,-0.197,816.3,22,0.639,99.48,0.0,0,389,1,0,1,0.5516
1001,Anthony Davis,LAL,PF,2024-11-30,34,11.56,4.0,1,0,31.72,33.45,31.37,0.011,2,4,13,4,1,0.86,0.155,575.6,19,0.853,100.76,0.03,0,154,1,0,1,0.5514
1001,Anthony Davis,LAL,PF,2024-12-07,33,10.89,3.0,1,0,30.24,28.73,25.03,0.208,2,4,10,4,0,1.67,0.641,608.2,23,0.737,100.42,0.0,2,45,1,1,0,0.85
1001,Anthony Davis,LAL,PF,2024-12-15,34,11.56,4.0,1,0,25.57,30.48,26.44,-0.033,2,6,14,1,1,1.6,-0.096,730.1,28,0.589,100.74,0.021,0,398,1,0,0,0.3174
1001,Anthony Davis,LAL,PF,2024-12-23,34,11.56,4.0,1,0,36.65,37.52,37.5,-0.023,2,4,8,2,0,2.15,0.411,1003.4,29,0.769,99.94,0.0,2,85,1,1,1,0.7233
1001,Anthony Davis,LAL,PF,2024-12-25,32,10.24,2.0,1,0,31.41,31.58,34.67,-0.094,3,5,10,4,1,1.59,0.293,1054.8,35,0.357,100.63,0.07,2,68,1,1,1,0.8425
1001,Anthony Davis,LAL,PF,2024-12-26,33,10.89,3.0,1,0,24.93,25.02,24.67,0.01,1,3,8,2,0,1.97,0.352,980.9,36,0.674,100.35,0.0,2,61,1,1,0,0.6688
1001,Anthony Davis,LAL,PF,2024-12-29,32,10.24,2.0,1,0,31.41,31.72,32.81,-0.043,1,4,11,2,2,1.82,-0.342,1195.1,35,0.805,100.78,0.038,3,84,1,1,1,0.85
